date,rate,review
2023.11.01,5,안전하게 잘 도착했습니다  190밀리라 부담없이 섭취할 수 있는 양이라 좋아요
2023.11.01,5,깔끔한 맛과 포장상태 추천합니다
2023.11.01,5,회사용으로 구입했어요! 아주좋아합니다
2023.11.01,5,좋아요...좋아요...
2023.10.31,5,아이들간식용 구입! 좋아요
2023.10.31,5,좋아요아주좋아요 굿짱
2023.10.30,5,"좋아요 맘에듭니다,"
2023.10.29,5,가격 싸게 잘 샀어요
2023.10.27,5,할인하는데 배송비도 없어요~^^
2023.10.27,5,사이즈도 좋고 좀저렴하게 구매하려고 삽니다
2023.10.26,5,씨ㅜ게  샀어요 쿳잎ㄴㄱ다
2023.10.26,5,한번에 다 마실수 있는 적은 용량이라 좋네요.
2023.10.25,5,캔이 작으니까 편하네요. 근데 양이 적어서 그런지 한 번에 두캔은 먹게 되네요~
2023.10.25,5,콜라귀신을 위해서 ㅋ
2023.10.23,5,늘 배송도 빠르고 잘와서 좋아요
2023.10.22,5,190ml 중에 제일 저렴합니다. 배송도 안전하게 받아서 좋아요.
2023.10.21,5,항상 구매하는 상품입니다
2023.10.20,5,직원들 간식용입니다. 맛있어요. 소포장이라 좋아요
2023.10.20,5,주문 제품 잘 받았습니다~
2023.10.19,5,호로록 먹을 수 있어서 좋아요
2023.10.19,5,항상 구매하는 제품입니다
2023.10.19,5,맛있어요 구비해 둡니다
2023.10.19,5,저렴하게 잘 샀어요 한번 먹기 딱 좋아요
2023.10.19,5,맛있어요. 배송이 빠르고 좋아요.
2023.10.18,5,늘 시켜먹는 코카콜라 좋아요
2023.10.18,5,여기가 젤 저렴한것 같아요~~
2023.10.18,5,배송.가격 모두 만족합니다~~
2023.10.17,5,빠르게 도착했어요. 포장 꼼꼼
2023.10.17,5,급하게 주문했는데 배송도 빨라서 너무 좋았어요
2023.10.14,5,좋아요 잘 마시고 있어요
2023.10.14,5,싼가격에 구매해서 너무 만족합니자~~
2023.10.14,5,코카콜라 좋아요 많이요
2023.10.13,5,포장도 꼼꼼하고 저렴하게 잘 샀어요.
2023.10.13,5,역시 코카콜라네요. 포기할수없는 만
2023.10.11,5,저렴하게 잘 산듯 남김없는 양
2023.10.10,5,잘 받았습니다 좋습니다
2023.10.10,5,콜라는 역쉬  코카콜라  입니다
2023.10.09,5,양도적당하고딱좋아요^^
2023.10.08,5,코카콜라좋아요양도적당한사이즈!
2023.10.07,5,자주 구매하는 상품입니다 맛있어요
2023.10.06,5,항상 마시는콜라 저렴해서 좋아요
2023.10.06,5,"190ml라 한번에 먹기 좋고, 맛있어요."
2023.10.06,5,시원한 탄산을 즐길수 있어요
2023.10.06,5,언제나 저렴리 규매해요
2023.10.06,5,배송 빠르고 좋아요
2023.10.05,5,맛있어요! 저렴하게 구입해서 만족합니다
2023.10.05,5,좋아요♡♡♡♡♡♡♡♡♡♡
2023.10.05,5,캔 크기가 한번 마시기 적당하고 좋습니다
2023.10.03,5,작은 사이즈라 마음에 들어요. 자주 구매합니다
2023.10.02,5,감사합니다 감사합니다 감사합니다
2023.10.01,5,저렴히 잘 구매했습니다
2023.10.01,5,저렴하게 잘 구입했습니다~
2023.10.01,5,좋아요 좋아요 잘받았어요
2023.09.10,5,딱 먹기좋은 사이즈여서 종종 구매합니다. 이마트가 그나마 가격이 조금 저렴해서 여기서 구입했어요
2023.08.01,5,딱 한 번 먹기에 적당한 용량이라 늘 구매합니다. 다만 이번에는 10개가 찌그러져서 배송되었어요 ㅠ
2023.07.24,4,5개가 밑둥이 튀어나와 찌그러졌네요~~ 요건 좀 아쉬웠어요~~  택배기사님의 배송은 정말 굿굿입니다!!^^
2023.06.28,5,잘받았습니다 감사합니다
2023.06.22,5,딱 먹기 좋은 사이즈 배송 빨라요
2023.06.20,5,가격만족합니다 배송좋아요
2023.06.03,5,요즘은 모두 제로만 할인이길래 오리지널이 할인이라 얼른 구매했어요. 배송빠르고 좋습니다
2023.06.01,5,배송도 빠르고 저렴해서 좋아요
2023.05.30,5,배송 잘 받았습니다.
2023.05.10,5,가격저렴하고 배송이 너무빠르고  유통기한도 아주 넉넉하고 ~~
2024.07.02,3,가성비 대비 제품 좋아요
2024.07.02,3,간식으로 먹기에 좋아요.
2024.05.26,4,좋아요!
2024.03.09,4,가격이 조금 비싸네요 뒤늦게 알아서 그냥 이용합니다
2024.02.06,4,저렴하게 잘 산거 같네요~
2024.01.01,4,먹을만해요 먹을만해요
2023.11.22,5,최고예요!
2023.11.17,5,최고예요!
2023.11.07,5,최고예요!
2023.10.05,5,굿
